adsorbent,adsorbates,temperature(k),pressure,pressureUnits,total_adsorption,adsorptionUnits,DOI
STT Zeolite,Carbon Dioxide,298,0.950798,bar,0.950798,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.000665,bar,0.000665,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.046543,bar,0.046543,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.104388,bar,0.104388,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.178191,bar,0.178191,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.353059,bar,0.353059,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.494016,bar,0.494016,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.541223,bar,0.541223,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.719415,bar,0.719415,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.759309,bar,0.759309,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.833112,bar,0.833112,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.888963,bar,0.888963,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.920878,bar,0.920878,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.949468,bar,0.949468,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.962766,bar,0.962766,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.00266,bar,0.00266,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.035239,bar,0.035239,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.071144,bar,0.071144,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.211436,bar,0.211436,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.380319,bar,0.380319,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.56383,bar,0.56383,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.589096,bar,0.589096,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.730718,bar,0.730718,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.793218,bar,0.793218,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.837101,bar,0.837101,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.928856,bar,0.928856,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.000665,bar,0.000665,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.004654,bar,0.004654,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.006649,bar,0.006649,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.039229,bar,0.039229,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.086436,bar,0.086436,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.15625,bar,0.15625,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.284574,bar,0.284574,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.356383,bar,0.356383,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.535904,bar,0.535904,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.680851,bar,0.680851,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.783245,bar,0.783245,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.847074,bar,0.847074,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.908245,bar,0.908245,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,298,0.950798,bar,0.950798,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.000665,bar,0.000665,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.046543,bar,0.046543,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.104388,bar,0.104388,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.178191,bar,0.178191,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.353059,bar,0.353059,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.494016,bar,0.494016,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.541223,bar,0.541223,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.719415,bar,0.719415,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.759309,bar,0.759309,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.833112,bar,0.833112,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.888963,bar,0.888963,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.920878,bar,0.920878,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.949468,bar,0.949468,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,323,0.962766,bar,0.962766,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.00266,bar,0.00266,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.035239,bar,0.035239,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.071144,bar,0.071144,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.211436,bar,0.211436,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.380319,bar,0.380319,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.56383,bar,0.56383,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.589096,bar,0.589096,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.730718,bar,0.730718,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.793218,bar,0.793218,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.837101,bar,0.837101,mmol/g,10.1007/s10450-017-9911-4
STT Zeolite,Carbon Dioxide,348,0.928856,bar,0.928856,mmol/g,10.1007/s10450-017-9911-4
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.000702,bar,0.000702,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.001066,bar,0.001066,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.00156,bar,0.00156,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.001976,bar,0.001976,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.002964,bar,0.002964,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.003952,bar,0.003952,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.004993,bar,0.004993,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.006085,bar,0.006085,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.007073,bar,0.007073,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.008607,bar,0.008607,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.010141,bar,0.010141,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.012143,bar,0.012143,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.014224,bar,0.014224,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.01724,bar,0.01724,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.020308,bar,0.020308,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.022779,bar,0.022779,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.025379,bar,0.025379,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.027901,bar,0.027901,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,273,0.030424,bar,0.030424,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.100846,bar,0.100846,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.482091,bar,0.482091,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.959262,bar,0.959262,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,1.45242,bar,1.45242,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.063951,bar,0.063951,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.222598,bar,0.222598,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.338201,bar,0.338201,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,303,0.779708,bar,0.779708,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.120523,bar,0.120523,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.439047,bar,0.439047,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.981399,bar,0.981399,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,1.48071,bar,1.48071,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.060261,bar,0.060261,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.220138,bar,0.220138,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.320984,bar,0.320984,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,333,0.810453,bar,0.810453,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.198002,bar,0.198002,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.520215,bar,0.520215,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,1.01583,bar,1.01583,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,1.52129,bar,1.52129,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.029516,bar,0.029516,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.200461,bar,0.200461,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.329593,bar,0.329593,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X / Carbon Honeycomb Monolith,Carbon Dioxide,373,0.790776,bar,0.790776,cm3(STP)/g,10.1007/s10450-018-9938-1
Zeolite 13X,Carbon Dioxide,333,0.233,bar,0.233,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,0.526,bar,0.526,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,0.811,bar,0.811,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,1.04,bar,1.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,2.02,bar,2.02,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,3.07,bar,3.07,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,4.96,bar,4.96,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,6.93,bar,6.93,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,8.9,bar,8.9,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.257,bar,0.257,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.522,bar,0.522,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.787,bar,0.787,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,1.06,bar,1.06,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,2.04,bar,2.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,3.04,bar,3.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,5.04,bar,5.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,7.04,bar,7.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,9.03,bar,9.03,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,0.233,bar,0.233,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,0.526,bar,0.526,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,0.811,bar,0.811,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,1.04,bar,1.04,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,2.02,bar,2.02,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,3.07,bar,3.07,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,4.96,bar,4.96,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,6.93,bar,6.93,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,333,8.9,bar,8.9,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,1.05,bar,1.05,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,2.03,bar,2.03,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,3.01,bar,3.01,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,5.02,bar,5.02,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,7.01,bar,7.01,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,303,9.02,bar,9.02,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.257,bar,0.257,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.522,bar,0.522,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,0.787,bar,0.787,mmol/g,10.1007/s10450-018-9952-3
Zeolite 13X,Carbon Dioxide,273,1.06,bar,1.06,mmol/g,10.1007/s10450-018-9952-3
